iter	Accuracy	Logloss
883	0.6782661033	0.5912714347
884	0.6782046873	0.5912680135
885	0.6782538201	0.5912523755
886	0.6781678377	0.5912242726
887	0.6784749177	0.5911805084
888	0.6784135017	0.5911423496
889	0.6784257849	0.591132061
890	0.6785363337	0.591091235
891	0.6784626345	0.5910746403
892	0.6782906697	0.5910533229
893	0.6784012185	0.5910280441
894	0.6784012185	0.5910247522
895	0.6783889353	0.591016436
896	0.6783889353	0.5910032458
897	0.6784380681	0.590963222
898	0.6784380681	0.5909440257
899	0.6785609001	0.5909098429
900	0.6784994841	0.5908686207
901	0.6784994841	0.5908655565
902	0.6785731833	0.5908129648
903	0.6786960153	0.5907573295
904	0.6786960153	0.5907540382
905	0.6788065641	0.5907292455
906	0.6788065641	0.5907206411
907	0.6788802634	0.5906874386
908	0.6790276618	0.5906429112
909	0.6790030954	0.5906377844
910	0.6790522282	0.590621476
911	0.6790276618	0.5906200775
912	0.6790890778	0.5906048734
913	0.679101361	0.5905613913
914	0.6791136442	0.5905547522
915	0.6791382106	0.5905512347
916	0.6791750602	0.5905375179
917	0.6791873434	0.5905224484
918	0.6791750602	0.5905070947
919	0.679224193	0.5905033552
920	0.679224193	0.5904962298
921	0.6793101754	0.5904935769
922	0.6793101754	0.5904769988
923	0.6793593082	0.5904683503
924	0.6793101754	0.5904309404
925	0.6793961578	0.5903877747
926	0.6796663882	0.5903619834
927	0.6796909547	0.5903427966
928	0.6797278043	0.5903336015
929	0.6797400875	0.5902824027
930	0.6797032379	0.5902665116
931	0.6797646539	0.5902251289
932	0.6797032379	0.5901976578
933	0.6797400875	0.5901880007
934	0.6797400875	0.590166145
935	0.6797400875	0.5901638177
936	0.6797523707	0.5901563501
937	0.6797769371	0.590116664
938	0.6798015035	0.5900619148
939	0.6798015035	0.5900316216
940	0.6798874859	0.5900221706
941	0.6798260699	0.5899914438
942	0.6799611851	0.5899568899
943	0.6799980347	0.5899233335
944	0.6800471675	0.5898687848
945	0.6800594507	0.5898402077
946	0.6801577163	0.5898088605
947	0.6801945659	0.5897793964
948	0.6801822827	0.5897727716
949	0.6801822827	0.5897620165
950	0.6802559819	0.5897409082
951	0.6801945659	0.5897118906
952	0.6801945659	0.5896550799
953	0.6801699995	0.5896532079
954	0.6802191323	0.5896500204
955	0.6801945659	0.5896202914
956	0.6802068491	0.5896101929
957	0.6802928315	0.5895909116
958	0.6803173979	0.5895513537
959	0.6804033803	0.5895335594
960	0.6804156635	0.5895263187
961	0.6804647963	0.5895217438
962	0.6802805483	0.5894852159
963	0.6802928315	0.5894690099
964	0.6803296811	0.5894565231
965	0.6803542475	0.5894402446
966	0.6803542475	0.5894391096
967	0.6803296811	0.5894202943
968	0.6806613276	0.5893707221
969	0.6806367612	0.5893576658
970	0.6806490444	0.5893504896
971	0.680563062	0.5893422527
972	0.680563062	0.5893198944
973	0.6805507788	0.5893110418
974	0.6805139292	0.5892948072
975	0.6805507788	0.5892897969
976	0.6805384956	0.589279303
977	0.6805753452	0.5892737407
978	0.6805876284	0.5892675908
979	0.6805999116	0.5892644443
980	0.6806613276	0.5892454912
981	0.6805876284	0.5892343476
982	0.6807227436	0.5892134439
983	0.680563062	0.5891893644
984	0.6806367612	0.5891741174
985	0.6807227436	0.5891555853
986	0.6806367612	0.589138641
987	0.68074731	0.5891318396
988	0.6806613276	0.5891142651
989	0.6808824252	0.5890812653
990	0.6808332924	0.5890783665
991	0.6808824252	0.5890741339
992	0.680992974	0.5890449527
993	0.6808947084	0.5890062546
994	0.6809684076	0.5889850169
995	0.6809684076	0.5889741292
996	0.6807350268	0.5889583318
997	0.6806981772	0.5889131636
998	0.6807350268	0.5888980464
999	0.6808210092	0.5888488686
